Region,Category,Year,Quarter,Total_Sales,N_Transacciones,Ticket_Promedio,Pct_Participacion_Categoria,PC1,PC2,Orden_Tiempo
Central,Technology,2016,2016Q1,3636.932,16,227.30825,32.13031600142624,-0.7885200313474044,-1.0660130225207227,20161
Central,Technology,2016,2016Q2,7785.896000000001,25,311.43584000000004,32.469447930691445,-0.2641944085773554,-0.7622041918969928,20162
Central,Technology,2016,2016Q3,11251.744,17,661.8672941176471,45.95261050867977,1.7311321126941737,-1.2272411102205063,20163
Central,Technology,2016,2016Q4,19146.212,45,425.4713777777778,44.90076272104071,1.4745445063217988,0.1894927467327605,20164
Central,Technology,2017,2017Q1,4990.184,15,332.67893333333336,25.38128377868723,-0.7620032122184811,-1.1816432223533508,20171
Central,Technology,2017,2017Q2,7370.239,24,307.0932916666667,28.611770469611848,-0.5142909584492348,-0.8090915390593831,20172
Central,Technology,2017,2017Q3,9684.748,30,322.8249333333333,30.071313374830567,-0.2437834712944062,-0.5682761967672113,20173
Central,Technology,2017,2017Q4,28298.454,44,643.1466818181818,41.58626448970693,2.536989109523922,0.3968464786532869,20174
Central,Technology,2018,2018Q1,12237.221,24,509.8842083333333,30.566186961294108,0.5042573774455364,-0.8194719425786198,20181
Central,Technology,2018,2018Q2,4690.468,18,260.58155555555555,20.15286203743324,-1.281559096794566,-1.038726222934768,20182
Central,Technology,2018,2018Q3,13601.602,38,357.9368947368421,41.89383412334464,0.7546232485486326,-0.1962541748237495,20183
Central,Technology,2018,2018Q4,12720.474,42,302.8684285714286,27.74313008532853,-0.245531278132639,-0.1167902992226425,20184
East,Furniture,2015,2015Q1,4141.79,9,460.19888888888886,67.96364236643613,1.8920037006327373,-1.465227204692129,20151
East,Furniture,2015,2015Q2,7035.246,21,335.0117142857143,33.3991212089347,-0.1888682551891012,-0.9227791535081132,20152
East,Furniture,2015,2015Q3,13412.271,35,383.2077428571429,40.30307165282797,0.7327309627916404,-0.3098860609270336,20153
East,Furniture,2015,2015Q4,22244.14,50,444.8828,33.09352186187232,1.0831035274581906,0.4269282719716086,20154
East,Furniture,2016,2016Q1,4306.629,10,430.6629,29.712065490012584,-0.2796647572765274,-1.468754898938868,20161
East,Furniture,2016,2016Q2,6224.834,25,248.99336,27.627800068989227,-0.8143306234510791,-0.7718808847257552,20162
East,Furniture,2016,2016Q3,19608.144,43,456.0033488372093,38.82771036982351,1.2642595674536847,0.1187020319538103,20163
East,Furniture,2016,2016Q4,23670.445,47,503.6264893617021,36.02851438156064,1.5142235663441357,0.3719506775041551,20164
East,Furniture,2017,2017Q1,6988.015,29,240.96603448275863,28.20618076498405,-0.7613775293183216,-0.6321265162726059,20171
East,Furniture,2017,2017Q2,6690.15,29,230.69482758620688,13.062462847742443,-1.6407590649696993,-0.666480510140189,20172
East,Furniture,2017,2017Q3,10277.696,41,250.675512195122,27.46981758731854,-0.5733494494164538,-0.208472675869278,20173
East,Furniture,2017,2017Q4,21008.167,55,381.9666727272728,32.26780238352227,0.76487680019152,0.5437278103610377,20174
East,Furniture,2018,2018Q1,4566.769,22,207.58040909090911,25.31072467488733,-1.1668864357346025,-0.8739212910731337,20181
East,Furniture,2018,2018Q2,9997.156,37,270.1934054054054,33.00690344279379,-0.2256722626210847,-0.3230701266553873,20182
East,Furniture,2018,2018Q3,22663.274,58,390.7461034482759,35.0912006382765,1.05093556290964,0.6986644614320069,20183
East,Furniture,2018,2018Q4,23626.662,80,295.333275,24.30367363917874,0.2117351215650973,1.31449020447885,20184
East,Office Supplies,2015,2015Q1,1216.876,29,41.96124137931034,19.968015101755363,-2.174080229938018,-0.6983505549325627,20151
East,Office Supplies,2015,2015Q2,6867.456,72,95.38133333333332,32.602555097721655,-1.0222228697622429,0.432777453582679,20152
East,Office Supplies,2015,2015Q3,10798.524,103,104.84003883495146,32.44891834625042,-0.7926261275159514,1.2660396760669788,20153
East,Office Supplies,2015,2015Q4,16773.837,103,162.85278640776698,24.95512712413169,-0.6345005833544078,1.536900285683064,20154
East,Office Supplies,2016,2016Q1,5450.161,42,129.7657380952381,37.6014605769646,-0.6927824119233604,-0.281378723825227,20161
East,Office Supplies,2016,2016Q2,9547.228,78,122.40035897435898,42.373645047732346,-0.2392294438367396,0.6962426916971037,20162
East,Office Supplies,2016,2016Q3,14195.451,129,110.04225581395347,28.10958854632144,-0.8319204585419144,1.9667462374328497,20163
East,Office Supplies,2016,2016Q4,10885.989,120,90.716575,16.569439706098084,-1.7268222239874866,1.5893565645209635,20164
East,Office Supplies,2017,2017Q1,7953.866,62,128.2881612903226,32.104708157675766,-0.8644317723362297,0.2548879136447772,20171
East,Office Supplies,2017,2017Q2,14633.044,134,109.2018208955224,28.5708980515206,-0.7882746917381755,2.093473409643959,20172
East,Office Supplies,2017,2017Q3,19874.817,117,169.87023076923077,53.12062135047948,1.1132537329055658,2.052283262839233,20173
East,Office Supplies,2017,2017Q4,18588.341,151,123.10159602649009,28.55103512960101,-0.5127974019693925,2.650837798020491,20174
East,Office Supplies,2018,2018Q1,6734.659000000001,66,102.0402878787879,37.325973730716846,-0.7428097484693609,0.307678424727874,20181
East,Office Supplies,2018,2018Q2,11725.5,111,105.63513513513512,38.71325468147927,-0.3985855399838153,1.4913978923950206,20182
East,Office Supplies,2018,2018Q3,21528.616,158,136.25706329113922,33.33432687264909,-0.0272669101363721,2.961776871509026,20183
East,Office Supplies,2018,2018Q4,23166.446,192,120.65857291666669,23.83027035150618,-0.5414931756244737,3.727834153192272,20184
East,Technology,2015,2015Q1,735.46,5,147.092,12.0683425318085,-2.294961945981596,-1.377029780875466,20151
East,Technology,2015,2015Q2,7161.463,16,447.5914375,33.99832369334364,0.1854862578182074,-1.1896267670811933,20152
East,Technology,2015,2015Q3,9067.738,27,335.8421481481481,27.248010000921617,-0.3972626436250642,-0.6920985910164142,20153
East,Technology,2015,2015Q4,28198.018,36,783.2782777777778,41.951351013996,2.9678508769101115,0.0132145596466129,20154
East,Technology,2016,2016Q1,4737.756,20,236.88780000000003,32.6864739330228,-0.6633559625372872,-0.9329509145783564,20161
East,Technology,2016,2016Q2,6758.99,17,397.5876470588235,29.998554883278416,-0.2065397104416109,-1.124527311024243,20162
East,Technology,2016,2016Q3,16696.792,41,407.2388292682927,33.06270108385506,0.6156501322162591,-0.0390466409941887,20163
East,Technology,2016,2016Q4,31142.764000000003,54,576.717851851852,47.40204591234127,2.8381332861018045,0.8887229757355107,20164
East,Technology,2017,2017Q1,9832.884,27,364.1808888888889,39.689111077340186,0.417503220305711,-0.662580413432058,20171
East,Technology,2017,2017Q2,29893.411,31,964.3035806451612,58.36663910073696,4.511505517232478,-0.2299443613546422,20172
East,Technology,2017,2017Q3,7261.991,28,259.35682142857144,19.409561062201973,-1.170235994052009,-0.6818811326150035,20173
East,Technology,2017,2017Q4,25509.156,41,622.1745365853658,39.18116248687672,2.1624937865602094,0.1902693321869651,20174
East,Technology,2018,2018Q1,6741.394,29,232.4618620689656,37.36330159439582,-0.3007141572789183,-0.6149697536328965,20181
East,Technology,2018,2018Q2,8565.42,27,317.2377777777778,28.27984187572693,-0.4280954057470145,-0.6921415738647572,20182
East,Technology,2018,2018Q3,20392.033,58,351.586775862069,31.574472489074413,0.5927656042048236,0.609602544299395,20183
East,Technology,2018,2018Q4,50421.257,70,720.3036714285714,51.86605600931509,4.764488685760453,2.2015908291674604,20184
South,Furniture,2015,2015Q1,8350.26,17,491.1917647058824,18.8762105236412,-0.4392845287173569,-1.1961613480856217,20151
South,Furniture,2015,2015Q2,4150.826,11,377.3478181818182,18.52324336086143,-1.0585640352931385,-1.3978380087079727,20152
South,Furniture,2015,2015Q3,3725.5765,16,232.84853125,23.61784780370412,-1.2330186242083714,-1.0871125929769894,20153
South,Furniture,2015,2015Q4,10716.092,20,535.8046,51.13908030618284,1.6108674820361368,-0.9913781725892707,20154
South,Furniture,2016,2016Q1,6245.336,7,892.1908571428572,37.97839793053496,1.6387248737288187,-2.12208011182546,20161
South,Furniture,2016,2016Q2,6452.4955,19,339.6050263157895,42.85582304773491,0.3068111724568779,-0.9858580571459462,20162
South,Furniture,2016,2016Q3,5365.498,19,282.3946315789473,25.10347731597853,-0.9038017151592366,-1.0009355216996143,20163
South,Furniture,2016,2016Q4,5781.297,26,222.3575769230769,33.608619967598784,-0.5949122192333063,-0.725658956937663,20164
South,Furniture,2017,2017Q1,3019.05,16,188.690625,12.614219679494656,-2.010668682400983,-1.0846738279100092,20171
South,Furniture,2017,2017Q2,6212.424,16,388.2765,33.796551681367056,-0.0602765656871777,-1.1557085790841464,20172
South,Furniture,2017,2017Q3,9342.0745,21,444.8606904761905,43.17861942341565,0.8185561245101793,-0.930979487192169,20173
South,Furniture,2017,2017Q4,9302.325,31,300.07500000000005,31.44324842364197,-0.2615934419039823,-0.534058468291946,20174
South,Furniture,2018,2018Q1,1623.63,7,231.9471428571429,11.90154185012339,-2.003331067102798,-1.4176344566826178,20181
South,Furniture,2018,2018Q2,12205.5565,35,348.7301857142857,41.621087742851856,0.6244998163006424,-0.3287132260661866,20182
South,Furniture,2018,2018Q3,4360.842,20,218.0421,18.62099550825332,-1.5136794753052325,-0.9563854315337956,20183
South,Furniture,2018,2018Q4,19678.197,45,437.2932666666667,35.27948348255251,1.0171864612648722,0.1841758872823126,20184
South,Office Supplies,2015,2015Q1,3630.055,53,68.4916037735849,8.205933993959032,-2.6212888635789504,-0.1483172539710034,20151
South,Office Supplies,2015,2015Q2,11494.747,44,261.24425,51.29581342425141,0.8392168117222192,-0.0400354158314493,20152
South,Office Supplies,2015,2015Q3,5357.818,48,111.62120833333334,33.96524808548325,-0.9608527839560708,-0.1499692745813929,20153
South,Office Supplies,2015,2015Q4,5303.178,68,77.98791176470588,25.30770038368297,-1.570281038819172,0.2686048992881563,20154
South,Office Supplies,2016,2016Q1,9641.213,33,292.1579696969697,58.62900312281785,1.2245008994638156,-0.4041359547970701,20161
South,Office Supplies,2016,2016Q2,4132.363,43,96.10146511627909,27.44609701734887,-1.436515806179133,-0.3133336999464381,20162
South,Office Supplies,2016,2016Q3,6723.319,57,117.95296491228068,31.456294644893617,-1.0038228246304146,0.0952753283870497,20163
South,Office Supplies,2016,2016Q4,9731.69,72,135.16236111111112,56.57358043575369,0.5983356372748173,0.6014607880554421,20164
South,Office Supplies,2017,2017Q1,7227.704,38,190.20273684210525,30.19885263058321,-0.7978808614464779,-0.3578314247487439,20171
South,Office Supplies,2017,2017Q2,5040.871,63,80.0138253968254,27.42312135659196,-1.4575449122763418,0.1565244111127005,20172
South,Office Supplies,2017,2017Q3,5628.319,81,69.48541975308642,26.01381995985788,-1.5566438996185503,0.5555757937291136,20173
South,Office Supplies,2017,2017Q4,10740.982,71,151.2814366197183,36.30612404316842,-0.3961728744824351,0.57786760869338,20174
South,Office Supplies,2018,2018Q1,4002.658,37,108.17994594594596,29.34030641139372,-1.296297344541985,-0.4528221458441034,20181
South,Office Supplies,2018,2018Q2,9135.986,77,118.64916883116882,31.15381710972917,-0.8907174191212021,0.6332187196467122,20182
South,Office Supplies,2018,2018Q3,11341.08,78,145.39846153846153,48.42693217015006,0.2792716173179919,0.786111359013656,20183
South,Office Supplies,2018,2018Q4,15292.788,120,127.4399,27.417230432654843,-0.7304693367255234,1.8331948266558555,20184
South,Technology,2015,2015Q1,32256.636,19,1697.7176842105264,72.91785548239977,7.601801271255959,-1.45051027775747,20151
South,Technology,2015,2015Q2,6763.17,19,355.9563157894737,30.18094321488715,-0.319681967079085,-1.0188536452377477,20152
South,Technology,2015,2015Q3,6691.017000000001,14,477.92978571428574,42.416904110812624,0.7060215907618848,-1.288801851217844,20153
South,Technology,2015,2015Q4,4935.53,15,329.0353333333333,23.553219310134192,-0.8763405824897499,-1.1831447848689152,20154
South,Technology,2016,2016Q1,557.894,3,185.96466666666663,3.392598946647205,-2.6667953714273867,-1.5071576417434838,20161
South,Technology,2016,2016Q2,4471.428,17,263.02517647058824,29.698079934916223,-0.7645055397069618,-1.0557865534792108,20162
South,Technology,2016,2016Q3,9284.708,17,546.159294117647,43.440228039127845,1.127843408581343,-1.1728696585131506,20163
South,Technology,2016,2016Q4,1688.841,17,99.3435882352941,9.817799596647518,-2.512482409056516,-1.0131873531445288,20164
South,Technology,2017,2017Q1,13686.95,12,1140.5791666666669,57.18692768992213,3.8984772798566847,-1.908883652769785,20171
South,Technology,2017,2017Q2,7128.533,20,356.42665,38.78032696204099,0.1756870264117452,-0.9590182206997584,20172
South,Technology,2017,2017Q3,6665.487,18,370.30483333333336,30.80756061672646,-0.2488406296728416,-1.0659373792835178,20173
South,Technology,2017,2017Q4,9541.184,24,397.5493333333333,32.25062753318959,0.0916540787024651,-0.8079058204635194,20174
South,Technology,2018,2018Q1,8015.894,10,801.5894000000001,58.75815173848289,2.6300306428725277,-1.7636587889920634,20181
South,Technology,2018,2018Q2,7983.872,26,307.072,27.225095147418976,-0.5525409649075642,-0.7343795378658083,20182
South,Technology,2018,2018Q3,7717.03,22,350.7740909090909,32.95207232159663,-0.1238461951700973,-0.8862598300980736,20183
South,Technology,2018,2018Q4,20807.034,36,577.9731666666667,37.303286084792646,1.6248467594198392,-0.1381871231383575,20184
West,Furniture,2015,2015Q1,5223.295,17,307.2526470588235,34.80902467129388,-0.3064841973484726,-1.0678451855576914,20151
West,Furniture,2015,2015Q2,8821.030999999999,27,326.7048518518518,34.906827274178134,-0.0205256736521588,-0.6770872433023419,20152
West,Furniture,2015,2015Q3,15284.689,39,391.9151025641026,30.90810674156429,0.3619852447379813,-0.1473976810524299,20153
West,Furniture,2015,2015Q4,20558.297,61,337.02126229508195,36.59353760840354,0.8318036802544058,0.7119118379672195,20154
West,Furniture,2016,2016Q1,7177.966,19,377.7876842105263,35.71237165401405,0.0741873710633076,-1.0157123459300836,20161
West,Furniture,2016,2016Q2,8001.1075,23,347.8742391304348,30.600609300008703,-0.2436784258819654,-0.8492259966472512,20162
West,Furniture,2016,2016Q3,14250.849,38,375.0223421052632,44.25625459674752,0.9769331400798,-0.1773342671333755,20163
West,Furniture,2016,2016Q4,21760.685,63,345.40769841269844,39.37691860303414,1.085836797283482,0.8193381440980223,20164
West,Furniture,2017,2017Q1,5120.47,17,301.20411764705887,21.05714866730148,-1.0843272041553238,-1.0936311730370374,20171
West,Furniture,2017,2017Q2,18388.079,36,510.7799722222223,46.31377274961002,1.7623641967663324,-0.1656025516330102,20172
West,Furniture,2017,2017Q3,19321.6735,49,394.3198673469388,41.285579940629766,1.1915871518651315,0.3200079704462857,20173
West,Furniture,2017,2017Q4,30410.924,75,405.4789866666666,42.44318671963032,1.987591374973682,1.5107904903947929,20174
West,Furniture,2018,2018Q1,6720.187,27,248.8958148148148,13.296578681709798,-1.570015939720128,-0.7317586409678393,20181
West,Furniture,2018,2018Q2,11699.2075,41,285.3465243902439,26.189903294170925,-0.4480383080487859,-0.176246611204156,20182
West,Furniture,2018,2018Q3,20490.475,66,310.4617424242424,27.936681867196,0.2677598936462412,0.8284071372461437,20183
West,Furniture,2018,2018Q4,32119.31,93,345.36892473118274,40.36438360289119,1.784256880235453,2.058585454274904,20184
West,Office Supplies,2015,2015Q1,7131.852,51,139.84023529411763,47.528009086221736,-0.0223432540403397,0.0040969627835563,20151
West,Office Supplies,2015,2015Q2,5990.05,55,108.91,23.70399114499096,-1.5004828887771433,0.0082136269203193,20152
West,Office Supplies,2015,2015Q3,20321.691,122,166.57123770491802,41.09373730777815,0.4661761879041813,2.15727013781015,20153
West,Office Supplies,2015,2015Q4,17845.617,150,118.97078,31.76499769580455,-0.3967889824125354,2.59772654460576,20154
West,Office Supplies,2016,2016Q1,3742.85,39,95.97051282051282,18.62171682691538,-1.93968835371195,-0.4337087602090612,20161
West,Office Supplies,2016,2016Q2,7922.778,70,113.18254285714286,30.30103446912873,-1.02266492043129,0.4278534239328866,20162
West,Office Supplies,2016,2016Q3,10486.406,105,99.87053333333334,32.56571266321472,-0.8249687745176159,1.2930677865589653,20163
West,Office Supplies,2016,2016Q4,15269.152,152,100.45494736842106,27.63020352720312,-0.853293480632684,2.49375696235392,20164
West,Office Supplies,2017,2017Q1,8259.731,43,192.08676744186047,33.96687874724756,-0.525252703395997,-0.1907848164051215,20171
West,Office Supplies,2017,2017Q2,5612.022,104,53.96175,14.13491379789112,-2.2929848580188867,0.9989375766074255,20172
West,Office Supplies,2017,2017Q3,9146.49,137,66.762700729927,19.54375970959093,-1.7790718050230974,1.8520647462046016,20173
West,Office Supplies,2017,2017Q4,24113.116,190,126.91113684210524,33.65361357583562,0.081837310448456,3.759910728714508,20174
West,Office Supplies,2018,2018Q1,15124.642,107,141.35179439252337,29.925654209576702,-0.5418340552394737,1.55431759985915,20181
West,Office Supplies,2018,2018Q2,11638.366,125,93.106928,26.05370321384306,-1.1583198438224132,1.7498690722433787,20182
West,Office Supplies,2018,2018Q3,27708.573,185,149.77607027027028,37.77782549672356,0.6239428548364607,3.8635788409694847,20183
West,Office Supplies,2018,2018Q4,27153.173,225,120.68076888888888,34.12343201045314,0.2336126281578198,4.640289744984754,20184
West,Technology,2015,2015Q1,2650.43,8,331.30375,17.662966242484377,-1.3340478597009289,-1.4794313241337966,20151
West,Technology,2015,2015Q2,10459.136,26,402.2744615384616,41.38918158083092,0.6642388168445388,-0.6993308676875191,20152
West,Technology,2015,2015Q3,13845.659,36,384.6016388888889,27.99815595065757,0.0899293845239746,-0.2911446869387962,20153
West,Technology,2015,2015Q4,17776.216,56,317.4324285714286,31.64146469579192,0.3256705787456935,0.4595717465857602,20154
West,Technology,2016,2016Q1,9178.566,12,764.8804999999999,45.66591151907058,1.881573581939556,-1.6202356271063063,20161
West,Technology,2016,2016Q2,10223.004,27,378.6297777777778,39.09835623086257,0.45298886690206,-0.6621043699648879,20162
West,Technology,2016,2016Q3,7463.502,24,310.97925000000004,23.17803274003776,-0.7945544741467742,-0.8207900171064966,20163
West,Technology,2016,2016Q4,18232.702,53,344.0132452830189,32.99287786976273,0.5121633361650304,0.3910077292722687,20164
West,Technology,2017,2017Q1,10936.814,21,520.8006666666666,44.975972585450975,1.243046519437671,-0.9470806211762846,20171
West,Technology,2017,2017Q2,15703.162,25,628.12648,39.551313452498846,1.5685148082024838,-0.7498534634856523,20172
West,Technology,2017,2017Q3,18331.89,38,482.4181578947369,39.1706603497793,1.2820200946978546,-0.1003082281952956,20173
West,Technology,2017,2017Q4,17126.857,52,329.3626346153846,23.903199704534057,-0.10069592558719,0.305768149165284,20174
West,Technology,2018,2018Q1,28695.894,41,699.8998536585365,56.7777671087135,3.5647986688612736,0.3055296496534902,20181
West,Technology,2018,2018Q2,21333.105,39,547.0026923076923,47.75639349198602,2.1385358759198465,0.0245210515903603,20182
West,Technology,2018,2018Q3,25147.082,57,441.1768771929824,34.28549263608046,1.3207569004246305,0.7548284950913527,20183
West,Technology,2018,2018Q4,20300.911,74,274.3366351351351,25.512184386655672,0.0042876591349514,1.0235199762564204,20184
